rowNum,folder,filename,tags1,tags2,tags3,tags4,tags5,tags6,tags7,tags8,tags9
152,./cypress/e2e/Regression/ClientSide/VisualTests,JSEditorComment_spec.js,@tag.Visual,,,,,,,,
153,./cypress/e2e/Regression/ClientSide/VisualTests,JSEditorSaveAndAutoIndent_spec.js,@tag.Visual,,,,,,,,
154,./cypress/e2e/Regression/ClientSide/VisualTests,WidgetsLayout_spec.js,@tag.Visual,,,,,,,,
155,./cypress/e2e/Regression/ClientSide/VisualTests,AppPageLayout_spec.js,@tag.Visual,,,,,,,,
156,./cypress/e2e/Regression/ClientSide/VisualTests,DatasourcePageLayout_spec.js,@tag.Visual,,,,,,,,
157,./cypress/e2e/Regression/ClientSide/ThemingTests,ThemeReset_spec.js,@tag.Theme,,,,,,,,
158,./cypress/e2e/Regression/ClientSide/ThemingTests,Theme_FormWidget_spec.js,@tag.Theme,,,,,,,,
159,./cypress/e2e/Regression/ClientSide/ThemingTests,Theme_Basic_spec.js,@tag.Theme,,,,,,,,
160,./cypress/e2e/Regression/ClientSide/ThemingTests,Theme_MultiSelectWidget_spec.js,@tag.Theme,,,,,,,,
161,./cypress/e2e/Regression/ClientSide/Widgets,deprecatedWidgets_spec.js,@tag.Widget,,,,,,,,
162,./cypress/e2e/Regression/ClientSide/Widgets/Dropdown,Dropdown_onOptionChange_spec.js,@tag.Widget,@tag.Dropdown,,,,,,,
163,./cypress/e2e/Regression/ClientSide/Widgets/Dropdown,DropDownWidget_value_reset_spec.js,@tag.Widget,@tag.Dropdown,,,,,,,
164,./cypress/e2e/Regression/ClientSide/Widgets/Dropdown,Dropdown_spec.js,@tag.Widget,@tag.Dropdown,,,,,,,
165,./cypress/e2e/Regression/ClientSide/Widgets/TableV2,TableV2_pagination_spec.js,@tag.Widget,@tag.Table,,,,,,,
166,./cypress/e2e/Regression/ClientSide/Widgets/TableV2,inline_editing_validations_spec.js,@tag.Widget,@tag.Table,@tag.Widget,@tag.Table,@tag.Widget,@tag.Table,@tag.Widget,@tag.Table,
167,./cypress/e2e/Regression/ClientSide/Widgets/TableV2,TableV2_Widget_Add_button_spec.js,@tag.Widget,@tag.Table,,,,,,,
168,./cypress/e2e/Regression/ClientSide/Widgets/TableV2,TableV2_GeneralProperty_spec.js,@tag.Widget,@tag.Table,,,,,,,
